CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD456319,12/11/2020 04:16:00 PM,102XX S AVENUE G,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,432,10,08A,1203146,1837535,41.708903692,-87.531660584,"(41.708903692, -87.531660584)"
JD456633,12/11/2020 09:04:00 PM,081XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,614,21,14,1166095,1850727,41.745971025,-87.666970419,"(41.745971025, -87.666970419)"
JD393796,10/08/2020 08:00:00 PM,043XX W MAYPOLE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1114,28,05,1147471,1901103,41.88458567,-87.733925852,"(41.88458567, -87.733925852)"
JD393493,10/08/2020 02:00:00 PM,067XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2432,49,06,1167034,1944763,42.00399329,-87.66082998,"(42.00399329, -87.66082998)"
JD441265,11/23/2020 12:00:00 PM,003XX E 56TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,231,20,08A,1179192,1867956,41.792960866,-87.618455799,"(41.792960866, -87.618455799)"
JD434023,11/11/2020 02:00:00 AM,045XX W 59TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,OTHER (SPECIFY),N,N,813,13,26,1146900,1865097,41.785791157,-87.736940664,"(41.785791157, -87.736940664)"
JD435817,11/19/2020 12:30:00 PM,010XX E 47TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,222,4,08A,1183977,1874059,41.809597452,-87.60071921,"(41.809597452, -87.60071921)"
JD408481,10/23/2020 11:05:00 AM,033XX N KENNETH AVE,0460,BATTERY,SIMPLE,STREET,N,N,1731,30,08B,1146128,1921740,41.941241337,-87.738331859,"(41.941241337, -87.738331859)"
JD419797,10/27/2020 08:00:00 PM,023XX N SPAULDING AVE,0810,THEFT,OVER $500,STREET,N,N,1413,32,06,1153762,1915348,41.923552357,-87.71044445,"(41.923552357, -87.71044445)"
JD436864,11/20/2020 02:00:00 PM,075XX N ROGERS AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,2422,49,06,1164685,1950161,42.018855805,-87.66931787,"(42.018855805, -87.66931787)"
JD454107,12/09/2020 12:40:00 PM,043XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,215,3,08B,1177880,1876312,41.815920327,-87.623013491,"(41.815920327, -87.623013491)"
JD408920,10/23/2020 01:00:00 PM,010XX W 104TH PL,0810,THEFT,OVER $500,RESIDENCE,N,Y,2232,34,06,1171184,1835519,41.704128427,-87.64876642,"(41.704128427, -87.64876642)"
JD455806,12/11/2020 06:20:00 AM,022XX W IRVING PARK RD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,1911,47,26,1160767,1926522,41.954071985,-87.684394631,"(41.954071985, -87.684394631)"
JD220758,04/28/2020 03:30:00 AM,063XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,725,16,06,1166755,1862773,41.779012821,-87.664208692,"(41.779012821, -87.664208692)"
JD457261,12/11/2020 12:00:00 PM,003XX W 79TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,N,N,623,17,11,1175198,1852557,41.750794483,-87.633560686,"(41.750794483, -87.633560686)"
JD455971,12/11/2020 02:30:00 AM,043XX S ST LOUIS AVE,0810,THEFT,OVER $500,STREET,N,N,821,14,06,1153792,1875657,41.814635336,-87.711390861,"(41.814635336, -87.711390861)"
JD456527,12/11/2020 05:00:00 PM,010XX N CAMBRIDGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1823,27,08B,1172427,1907230,41.900883631,-87.642103005,"(41.900883631, -87.642103005)"
JD456648,12/11/2020 06:00:00 AM,064XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,723,16,14,1171080,1862221,41.777404624,-87.648368988,"(41.777404624, -87.648368988)"
JD456213,12/11/2020 02:30:00 PM,026XX N SPAULDING AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1412,35,06,1153627,1917433,41.929276457,-87.710884879,"(41.929276457, -87.710884879)"
JD455970,12/11/2020 05:30:00 AM,005XX W 26TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,914,11,05,1172993,1887017,41.845405251,-87.64062323,"(41.845405251, -87.64062323)"
JD456230,12/11/2020 02:45:00 PM,033XX W 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,823,23,14,1155291,1862654,41.778923367,-87.70624024,"(41.778923367, -87.70624024)"
JD458657,12/11/2020 03:00:00 PM,026XX W 22ND PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1034,24,11,1159175,1888965,41.851045423,-87.691280353,"(41.851045423, -87.691280353)"
JD456814,12/11/2020 01:06:00 PM,055XX W GRAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,N,N,2515,37,11,1138788,1913480,41.918711651,-87.76551063,"(41.918711651, -87.76551063)"
JD456447,12/11/2020 05:30:00 PM,061XX N FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2413,50,14,1155897,1940677,41.993013867,-87.70191387,"(41.993013867, -87.70191387)"
JD359142,09/07/2020 01:14:00 AM,063XX S ASHLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,CTA BUS STOP,Y,N,725,16,04B,1166755,1862759,41.778974403,-87.664209091,"(41.778974403, -87.664209091)"
JD455987,12/11/2020 10:58:00 AM,006XX N MC CLURG CT,0460,BATTERY,SIMPLE,SIDEWALK,Y,N,1834,42,08B,1179089,1904354,41.892841858,-87.617721411,"(41.892841858, -87.617721411)"
JD456199,12/11/2020 02:40:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,833,18,06,1145727,1853720,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
JD460482,09/14/2020 08:00:00 AM,092XX S LA SALLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,634,21,11,1176904,1843654,41.726325293,-87.627576661,"(41.726325293, -87.627576661)"
JD455794,12/11/2020 06:00:00 AM,074XX S COLFAX AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,334,7,26,1194643,1856170,41.760252758,-87.562187291,"(41.760252758, -87.562187291)"
JD460009,12/10/2020 09:04:00 AM,023XX W 21ST PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1234,25,11,1161200,1889685,41.852979389,-87.683828168,"(41.852979389, -87.683828168)"
JD456721,12/11/2020 11:50:00 PM,050XX W WEST END AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,N,Y,1532,28,04B,1142756,1900513,41.883055705,-87.751254884,"(41.883055705, -87.751254884)"
JD460022,11/30/2020 04:30:00 PM,062XX N CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2413,50,06,1156537,1941303,41.994718665,-87.699542667,"(41.994718665, -87.699542667)"
JD455852,12/11/2020 03:00:00 AM,055XX W POTOMAC AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2532,37,05,1139130,1908109,41.903966787,-87.764384971,"(41.903966787, -87.764384971)"
JD460157,12/11/2020 08:53:00 AM,027XX N HAMPDEN CT,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1935,43,11,1172344,1918460,41.93170113,-87.6420754,"(41.93170113, -87.6420754)"
JD456281,12/11/2020 03:29:00 PM,003XX S PULASKI RD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1132,28,18,1149780,1898150,41.876437741,-87.725523611,"(41.876437741, -87.725523611)"
JD455795,12/11/2020 05:55:00 AM,101XX S AVENUE M,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,432,10,04B,1201490,1838414,41.711357886,-87.53769512,"(41.711357886, -87.53769512)"
JD459883,11/19/2020 08:00:00 AM,055XX N KENMORE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,N,N,2023,48,11,1168248,1936994,41.982648748,-87.656589577,"(41.982648748, -87.656589577)"
JD395207,10/08/2020 08:26:00 PM,034XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1921,47,06,1159771,1922681,41.943552694,-87.688162342,"(41.943552694, -87.688162342)"
JD457432,12/11/2020 08:45:00 PM,099XX S EXCHANGE AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,431,10,08B,1197477,1839674,41.714916256,-87.55234949,"(41.714916256, -87.55234949)"
JD456129,12/11/2020 12:00:00 PM,075XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,624,6,08B,1182866,1855292,41.758125035,-87.605376887,"(41.758125035, -87.605376887)"
JD461361,12/08/2020 01:16:00 PM,041XX N BERNARD ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1723,35,06,,,,,
JD456778,12/11/2020 11:32:00 PM,067XX S RHODES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,321,20,15,1181070,1860471,41.77237826,-87.611799766,"(41.77237826, -87.611799766)"
JD456747,12/11/2020 10:36:00 PM,005XX E 67TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,N,N,321,20,14,1180834,1860702,41.773017577,-87.61265777,"(41.773017577, -87.61265777)"
JD456572,12/11/2020 08:07:00 PM,028XX N LEAVITT ST,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CHA HALLWAY / STAIRWELL / ELEVATOR,N,Y,1931,1,14,1161617,1918826,41.932936015,-87.681485072,"(41.932936015, -87.681485072)"
JD456008,12/11/2020 10:00:00 AM,015XX E 87TH ST,0860,THEFT,RETAIL THEFT,OTHER (SPECIFY),N,N,412,8,06,1187837,1847595,41.736886852,-87.587403463,"(41.736886852, -87.587403463)"
JD456640,12/11/2020 08:17:00 PM,006XX S WABASH AVE,143C,WEAPONS VIOLATION,UNLAWFUL POSSESSION - AMMUNITION,APARTMENT,Y,N,123,4,15,1176895,1897458,41.873968788,-87.625987769,"(41.873968788, -87.625987769)"
JD460543,12/07/2020 09:00:00 PM,039XX W 107TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,2211,19,11,1151772,1833350,41.698577736,-87.719907102,"(41.698577736, -87.719907102)"
JD455906,12/11/2020 09:23:00 AM,029XX E 83RD ST,0560,ASSAULT,SIMPLE,GAS STATION,N,N,424,7,08A,1197409,1850508,41.744647338,-87.552238463,"(41.744647338, -87.552238463)"
JD456148,12/11/2020 12:00:00 PM,027XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,AUTO / BOAT / RV DEALERSHIP,N,N,133,3,06,1177637,1886529,41.843962091,-87.623595224,"(41.843962091, -87.623595224)"
JD456708,12/11/2020 11:00:00 PM,065XX S WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,726,15,07,1164812,1861251,41.77487752,-87.671374872,"(41.77487752, -87.671374872)"
JD455848,12/11/2020 08:23:00 AM,043XX W CRYSTAL ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,N,N,2534,37,26,1147294,1907975,41.903446578,-87.734399671,"(41.903446578, -87.734399671)"
JD459895,11/04/2020 12:00:00 PM,052XX N KENMORE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2023,48,11,1168307,1934956,41.977055144,-87.656431821,"(41.977055144, -87.656431821)"
JD459591,12/10/2020 12:00:00 PM,068XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,832,17,06,1160885,1859321,41.769663372,-87.685824021,"(41.769663372, -87.685824021)"
JD456370,12/11/2020 01:00:00 PM,027XX N ARTESIAN AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,1411,32,08B,1159554,1918111,41.931016798,-87.689086161,"(41.931016798, -87.689086161)"
JD438487,11/21/2020 08:00:00 PM,050XX S CHRISTIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,821,14,07,1154895,1870928,41.801636338,-87.707471206,"(41.801636338, -87.707471206)"
JD456453,12/11/2020 06:30:00 PM,0000X E 23RD ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,131,3,26,1176952,1889117,41.851079255,-87.626030794,"(41.851079255, -87.626030794)"
JD456384,12/11/2020 05:00:00 PM,072XX S HONORE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,735,17,05,1165272,1856662,41.762274956,-87.669818352,"(41.762274956, -87.669818352)"
JD456253,12/11/2020 02:46:00 PM,079XX S CHAMPLAIN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,624,6,06,1181944,1852459,41.750372342,-87.608843321,"(41.750372342, -87.608843321)"
JD460096,12/05/2020 02:00:00 AM,023XX S LAWNDALE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1013,22,05,1152076,1888117,41.848861106,-87.7173577,"(41.848861106, -87.7173577)"
JD458575,12/11/2020 03:55:00 AM,047XX N VIRGINIA AVE,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,N,N,1911,40,06,1156848,1931344,41.967384363,-87.698670101,"(41.967384363, -87.698670101)"
JD456238,12/11/2020 03:05:00 PM,092XX S EXCHANGE AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,423,10,18,1197369,1844481,41.728109768,-87.552585361,"(41.728109768, -87.552585361)"
JD393229,10/08/2020 08:10:00 PM,014XX W THORNDALE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SCHOOL - PRIVATE GROUNDS,N,N,2013,48,03,1165660,1939641,41.989967907,-87.666031751,"(41.989967907, -87.666031751)"
JD393193,10/08/2020 07:01:00 PM,066XX S JUSTINE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,Y,N,725,16,14,1167150,1860686,41.773277384,-87.66282024,"(41.773277384, -87.66282024)"
JD458047,12/11/2020 12:01:00 AM,064XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,724,16,14,1170753,1862090,41.777052285,-87.649571585,"(41.777052285, -87.649571585)"
JD456032,12/11/2020 11:43:00 AM,040XX W POLK ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,1132,24,04B,1149648,1896141,41.870927379,-87.726060463,"(41.870927379, -87.726060463)"
JD455839,12/11/2020 08:00:00 AM,132XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,Y,533,9,08B,1185544,1817582,41.654581609,-87.596744537,"(41.654581609, -87.596744537)"
JD459540,12/07/2020 01:05:00 PM,037XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1732,30,06,1150678,1921678,41.940983323,-87.721610338,"(41.940983323, -87.721610338)"
JD459641,12/05/2020 11:30:00 PM,093XX S PHILLIPS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,423,7,14,1194136,1843504,41.725508649,-87.564460184,"(41.725508649, -87.564460184)"
JD457566,12/11/2020 10:23:00 PM,040XX N LINCOLN AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,N,N,1911,47,06,1162053,1927029,41.955436401,-87.679652922,"(41.955436401, -87.679652922)"
JD218760,04/28/2020 02:44:00 AM,016XX S BLUE ISLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1233,25,08B,1167615,1891913,41.858957652,-87.660218975,"(41.858957652, -87.660218975)"
JD456519,12/11/2020 08:00:00 AM,066XX W 63RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,812,23,26,1133248,1862018,41.777590754,-87.787068205,"(41.777590754, -87.787068205)"
JD455989,12/11/2020 11:00:00 AM,063XX S KEDZIE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,823,17,03,1156138,1862630,41.778840516,-87.703135682,"(41.778840516, -87.703135682)"
JD456679,12/11/2020 10:52:00 PM,049XX N KENMORE AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,2024,48,08B,1168355,1933247,41.972364558,-87.656304974,"(41.972364558, -87.656304974)"
JD456904,12/11/2020 10:00:00 AM,084XX W GREGORY ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1614,41,06,1118987,1935763,41.980195813,-87.837789744,"(41.980195813, -87.837789744)"
JD455844,12/11/2020 07:50:00 AM,004XX W DIVISION ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1821,27,06,1173175,1908290,41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
JD456715,12/11/2020 11:35:00 PM,067XX S RHODES AVE,0550,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,STREET,N,N,321,20,04A,1181070,1860471,41.77237826,-87.611799766,"(41.77237826, -87.611799766)"
JD456409,12/11/2020 05:30:00 PM,009XX W WEED ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1822,27,06,1169814,1910460,41.909804314,-87.651606387,"(41.909804314, -87.651606387)"
JD424989,11/08/2020 01:22:00 PM,072XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,N,N,831,17,01A,1156291,1856439,41.761848394,-87.702741177,"(41.761848394, -87.702741177)"
JD450041,12/04/2020 10:30:00 PM,063XX S ST LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,N,N,312,20,07,1181326,1863048,41.7794439,-87.610781983,"(41.7794439, -87.610781983)"
JD432889,11/16/2020 11:52:00 AM,002XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,122,42,14,1174636,1900346,41.881944424,-87.634195294,"(41.881944424, -87.634195294)"
JD456625,12/11/2020 08:30:00 PM,060XX S INDIANA AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,N,N,311,20,26,1178632,1865035,41.78495812,-87.620598031,"(41.78495812, -87.620598031)"
JD360234,09/08/2020 04:53:00 AM,048XX W SUPERIOR ST,0810,THEFT,OVER $500,APARTMENT,N,Y,1531,37,06,1144006,1904527,41.894047236,-87.746563974,"(41.894047236, -87.746563974)"
JD457905,12/11/2020 05:00:00 AM,032XX W WASHINGTON BLVD,0810,THEFT,OVER $500,STREET,N,N,1123,28,06,1154784,1900499,41.882784926,-87.707087529,"(41.882784926, -87.707087529)"
JD459484,12/10/2020 10:53:00 AM,015XX N BELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1424,1,06,1161125,1910183,41.909229275,-87.683533804,"(41.909229275, -87.683533804)"
JD456416,12/11/2020 05:35:00 PM,025XX W PETERSON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,CONVENIENCE STORE,N,N,2413,40,03,1158324,1939771,41.990478315,-87.693011378,"(41.990478315, -87.693011378)"
JD459440,12/05/2020 06:00:00 PM,020XX W AINSLIE ST,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,2032,40,06,1161945,1932541,41.970563849,-87.679895423,"(41.970563849, -87.679895423)"
JD455926,12/11/2020 08:00:00 AM,072XX S CONSTANCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,324,7,08B,1189622,1857498,41.764018942,-87.580546443,"(41.764018942, -87.580546443)"
JD451596,12/06/2020 08:05:00 PM,009XX N LONG AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1524,37,08B,1140146,1905592,41.897041288,-87.760714608,"(41.897041288, -87.760714608)"
JD456335,12/11/2020 04:31:00 PM,031XX W CHICAGO AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,N,N,1221,27,03,1155074,1905156,41.895558372,-87.705897593,"(41.895558372, -87.705897593)"
JD456065,12/11/2020 12:18:00 PM,099XX S YALE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,N,Y,511,9,04B,1176370,1838972,41.71348925,-87.62967292,"(41.71348925, -87.62967292)"
JD456061,12/11/2020 12:00:00 PM,079XX S ASHLAND AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,611,21,03,1167051,1852166,41.749899475,-87.663426378,"(41.749899475, -87.663426378)"
JD458909,12/11/2020 01:00:00 PM,0000X E 89TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,634,9,11,1178644,1845678,41.73184008,-87.621141582,"(41.73184008, -87.621141582)"
JD459947,12/11/2020 07:00:00 AM,057XX N SHERIDAN RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2022,48,11,1168598,1938218,41.985999837,-87.655266727,"(41.985999837, -87.655266727)"
JD457226,12/11/2020 11:00:00 PM,097XX S YATES AVE,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,N,N,431,10,06,1194108,1840861,41.718256694,-87.564649192,"(41.718256694, -87.564649192)"
JD459867,11/25/2020 03:00:00 PM,088XX S EXCHANGE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,N,N,423,10,26,1197300,1846927,41.734823509,-87.552756858,"(41.734823509, -87.552756858)"
JD455846,12/11/2020 06:00:00 AM,0000X W CHICAGO AVE,0820,THEFT,$500 AND UNDER,CHA APARTMENT,N,N,1832,2,06,1175959,1905721,41.896664035,-87.629175344,"(41.896664035, -87.629175344)"
JD459950,12/05/2020 04:00:00 AM,101XX S WENTWORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,511,9,05,1176733,1837642,41.709831397,-87.628383368,"(41.709831397, -87.628383368)"
JD455775,12/11/2020 02:00:00 AM,073XX S PHILLIPS AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,334,7,04A,1193921,1856701,41.761727593,-87.564815996,"(41.761727593, -87.564815996)"
JD457146,12/11/2020 12:00:00 PM,012XX E 78TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,411,8,11,1185717,1853527,41.753215027,-87.594983903,"(41.753215027, -87.594983903)"
JD455779,12/11/2020 04:39:00 AM,027XX S KEELER AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1031,22,15,1148830,1885443,41.841586577,-87.729339943,"(41.841586577, -87.729339943)"
JD460046,11/27/2020 06:00:00 PM,031XX W 66TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,831,17,06,1156705,1860698,41.7735274,-87.701109068,"(41.7735274, -87.701109068)"
JD455769,12/11/2020 02:05:00 AM,100XX W OHARE ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,HOTEL / MOTEL,Y,N,1651,41,24,1100658,1934241,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JD456511,12/11/2020 04:43:00 AM,029XX W FLOURNOY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,1135,28,26,1156913,1896892,41.872844064,-87.699367575,"(41.872844064, -87.699367575)"
JD455875,12/11/2020 03:00:00 AM,120XX S NORMAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,523,34,08B,1175136,1825048,41.675307287,-87.634605925,"(41.675307287, -87.634605925)"
JD459461,06/21/2020 09:30:00 AM,039XX N PINE GROVE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1925,46,06,1170694,1926410,41.953552585,-87.647905229,"(41.953552585, -87.647905229)"
JD459912,12/09/2020 07:24:00 AM,014XX E 57TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,235,5,07,1187012,1867495,41.791513826,-87.58979575,"(41.791513826, -87.58979575)"
JD459482,12/09/2020 08:55:00 PM,0000X W 71ST ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,731,6,06,1176970,1857910,41.765444001,-87.626906181,"(41.765444001, -87.626906181)"
JD458708,12/11/2020 11:00:00 PM,026XX W HOMER ST,0810,THEFT,OVER $500,STREET,N,N,1421,1,06,1158559,1912857,41.916619896,-87.692886795,"(41.916619896, -87.692886795)"
JD393072,10/08/2020 05:37:00 PM,052XX W MADISON ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,DRUG STORE,N,N,1522,28,04B,1141512,1899523,41.880362084,-87.755847438,"(41.880362084, -87.755847438)"
JD395089,10/08/2020 02:00:00 PM,101XX S CALUMET AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,511,9,06,1180372,1837727,41.709982123,-87.615054293,"(41.709982123, -87.615054293)"
JD460021,08/20/2020 05:00:00 PM,027XX W LEXINGTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,1135,28,08A,1158183,1896589,41.871986768,-87.694713078,"(41.871986768, -87.694713078)"
JD456912,12/11/2020 03:30:00 PM,036XX S SEELEY AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,912,12,11,1163285,1880525,41.827799864,-87.676432672,"(41.827799864, -87.676432672)"
JD456639,12/11/2020 10:00:00 PM,016XX W JUNEWAY TER,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2422,49,08B,1163827,1951492,42.022526311,-87.672437356,"(42.022526311, -87.672437356)"
JD456446,12/11/2020 05:22:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,111,42,06,1176352,1900927,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
JD459257,11/27/2020 02:45:00 PM,081XX S MORGAN ST,0810,THEFT,OVER $500,RESIDENCE,N,N,613,21,06,1171061,1850854,41.746212557,-87.648770266,"(41.746212557, -87.648770266)"
JD456326,12/11/2020 03:30:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,833,18,06,1145727,1853720,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
JD455741,12/11/2020 12:34:00 AM,073XX W BELMONT AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1631,29,05,1126660,1920428,41.93798956,-87.809915127,"(41.93798956, -87.809915127)"
